"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","35.90000000000","STRING","Marion","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.00000000000","STRING","De Soto","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","58.50000000000","STRING","Evangeline","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","63.20000000000","STRING","Terrebonne","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","62.20000000000","STRING","Miller","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","50.90000000000","STRING","Rowan","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","40.10000000000","STRING","Cecil","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","61.40000000000","STRING","West Baton Rouge","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.50000000000","STRING","Jewell","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.70000000000","STRING","Putnam","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","37.20000000000","STRING","Richland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.70000000000","STRING","Finney","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","42.50000000000","STRING","Perry","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","57.20000000000","STRING","Natchitoches","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","56.50000000000","STRING","Concordia","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.60000000000","STRING","Steuben","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","57.20000000000","STRING","McDuffie","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","44.60000000000","STRING","Talbot","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","22.10000000000","STRING","Delta","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","38.10000000000","STRING","Barber","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","45.30000000000","STRING","Martin","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","41.00000000000","STRING","Crawford","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","31.00000000000","STRING","Muscatine","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","18.90000000000","STRING","Davison","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.80000000000","STRING","Gregory","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","39.70000000000","STRING","Adams","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","35.40000000000","STRING","Gilliam","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.00000000000","STRING","Rhea","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","18.30000000000","STRING","Minnehaha","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","60.00000000000","STRING","Liberty","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.10000000000","STRING","Addison","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","46.70000000000","STRING","Lee","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","44.80000000000","STRING","Wythe","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","41.70000000000","STRING","Taylor","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","23.50000000000","STRING","Perkins","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","46.70000000000","STRING","Essex","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","50.60000000000","STRING","Mason","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.40000000000","STRING","Culberson","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","32.80000000000","STRING","McKean","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.50000000000","STRING","Bedford","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","45.80000000000","STRING","Motley","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","42.10000000000","STRING","Oldham","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","15.60000000000","STRING","Teton","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","48.50000000000","STRING","James City","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.90000000000","STRING","Pierce","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.10000000000","STRING","Marshall","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","58.20000000000","STRING","Jasper","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.60000000000","STRING","Scurry","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","65.60000000000","STRING","Kleberg","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.40000000000","STRING","Lamar","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","17.00000000000","STRING","Ashland","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.30000000000","STRING","Greensville","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","49.90000000000","STRING","Haywood","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","47.80000000000","STRING","Prince Edward","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","51.30000000000","STRING","Phillips","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","61.00000000000","STRING","Coffee","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","30.20000000000","STRING","Aleutians West","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","24.90000000000","STRING","Archuleta","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
"National Centers for Environmental Information","34.00000000000","STRING","Tuolumne","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/climdiv-norm-pcpncy-v1.0.0-20230306","URL","Average temperature for the selected month in Fahrenheit","2023-02","ISO_DATE"
